Date;Index;PortfolioSide;Strategy;PortfolioReturn
2019-04-18;DAX;TopMinusBottom;Annual_BlackLitterman;0.004876483018801964
2019-04-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0034713541327010705
2019-04-24;DAX;TopMinusBottom;Annual_BlackLitterman;0.03135752503111559
2019-04-25;DAX;TopMinusBottom;Annual_BlackLitterman;0.0028388883883212947
2019-04-26;DAX;TopMinusBottom;Annual_BlackLitterman;0.004142119465705918
2019-04-29;DAX;TopMinusBottom;Annual_BlackLitterman;0.0004159723595463078
2019-04-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00043526577009431015
2019-05-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004237611409249659
2019-05-03;DAX;TopMinusBottom;Annual_BlackLitterman;0.0015749497539742584
2019-05-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.012910823469852204
2019-05-07;DAX;TopMinusBottom;Annual_BlackLitterman;-0.021451617184175552
2019-05-08;DAX;TopMinusBottom;Annual_BlackLitterman;0.010071993443086461
2019-05-09;DAX;TopMinusBottom;Annual_BlackLitterman;-0.020941471185335382
2019-05-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0196841503069999
2019-05-13;DAX;TopMinusBottom;Annual_BlackLitterman;-0.011370308581492879
2019-05-14;DAX;TopMinusBottom;Annual_BlackLitterman;0.016446886013631694
2019-05-15;DAX;TopMinusBottom;Annual_BlackLitterman;0.013942280760722793
2019-05-16;DAX;TopMinusBottom;Annual_BlackLitterman;0.011744574845261601
2019-05-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0078460650631392
2019-05-20;DAX;TopMinusBottom;Annual_BlackLitterman;-0.015322175009419856
2019-05-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.006218595632221855
2019-05-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0051146397739948125
2019-05-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005505835030999411
2019-05-24;DAX;TopMinusBottom;Annual_BlackLitterman;-0.001948760568232657
2019-05-27;DAX;TopMinusBottom;Annual_BlackLitterman;0.0020371381469380485
2019-05-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.0003631163657591011
2019-05-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0022114044950892527
2019-05-30;DAX;TopMinusBottom;Annual_BlackLitterman;0.0037602183439543837
2019-05-31;DAX;TopMinusBottom;Annual_BlackLitterman;-0.009097907288956783
2019-06-03;DAX;TopMinusBottom;Annual_BlackLitterman;0.0004867736534455375
2019-06-04;DAX;TopMinusBottom;Annual_BlackLitterman;0.010556866909449802
2019-06-05;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004777595487450217
2019-06-06;DAX;TopMinusBottom;Annual_BlackLitterman;0.006355739117992375
2019-06-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.010689051577759238
2019-06-11;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0034053376707071084
2019-06-12;DAX;TopMinusBottom;Annual_BlackLitterman;-0.003676589800318942
2019-06-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.003166324634348884
2019-06-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008429627319911984
2019-06-17;DAX;TopMinusBottom;Annual_BlackLitterman;0.007013079951360654
2019-06-18;DAX;TopMinusBottom;Annual_BlackLitterman;0.012972417292543725
2019-06-19;DAX;TopMinusBottom;Annual_BlackLitterman;0.010601579047934143
2019-06-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.01735468977900933
2019-06-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.004588137461017519
2019-06-24;DAX;TopMinusBottom;Annual_BlackLitterman;0.0006627229545452893
2019-06-25;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0038342241155052315
2019-06-26;DAX;TopMinusBottom;Annual_BlackLitterman;0.011371322729404883
2019-06-27;DAX;TopMinusBottom;Annual_BlackLitterman;0.0006818802131530366
2019-06-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.007851767640438177
2019-07-01;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005328022154370186
2019-07-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0073314247964801835
2019-07-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0070592785465798565
2019-07-04;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0037360982292096263
2019-07-05;DAX;TopMinusBottom;Annual_BlackLitterman;0.0073107692568465275
2019-07-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0007330453007025066
2019-07-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.0014939166064575453
2019-07-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0038494089556720765
2019-07-11;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00041333798573022005
2019-07-12;DAX;TopMinusBottom;Annual_BlackLitterman;0.004094726162967975
2019-07-15;DAX;TopMinusBottom;Annual_BlackLitterman;0.0012413575175863247
2019-07-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0010363868448221396
2019-07-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005569182311385541
2019-07-18;DAX;TopMinusBottom;Annual_BlackLitterman;-0.03005142920536511
2019-07-19;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0051593235481303115
2019-07-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0018967328997413517
2019-07-23;DAX;TopMinusBottom;Annual_BlackLitterman;0.016899675495829138
2019-07-24;DAX;TopMinusBottom;Annual_BlackLitterman;0.004966619196474841
2019-07-25;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01290998962347088
2019-07-26;DAX;TopMinusBottom;Annual_BlackLitterman;0.00651749477569104
2019-07-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0027477624822713625
2019-07-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01013828947638515
2019-07-31;DAX;TopMinusBottom;Annual_BlackLitterman;0.0001237539990188417
2019-08-01;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01310124718049526
2019-08-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.022096463855589783
2019-08-05;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005339129216688686
2019-08-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0005778793694312043
2019-08-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.0036337262224304806
2019-08-08;DAX;TopMinusBottom;Annual_BlackLitterman;0.011924001605384177
2019-08-09;DAX;TopMinusBottom;Annual_BlackLitterman;-0.013334977106928447
2019-08-12;DAX;TopMinusBottom;Annual_BlackLitterman;0.003194012662106197
2019-08-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.024791699298507355
2019-08-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.015979965725660815
2019-08-15;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004055154614349634
2019-08-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0009698952782864981
2019-08-19;DAX;TopMinusBottom;Annual_BlackLitterman;0.00278690043982089
2019-08-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.006484054513919124
2019-08-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.007805922661025113
2019-08-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004300414157008613
2019-08-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.020728642592097453
2019-08-26;DAX;TopMinusBottom;Annual_BlackLitterman;0.007207687345876698
2019-08-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0015386763913492795
2019-08-28;DAX;TopMinusBottom;Annual_BlackLitterman;-0.003966328163715314
2019-08-29;DAX;TopMinusBottom;Annual_BlackLitterman;0.008973837615325627
2019-08-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.020020931580826566
2019-09-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0056705839519345
2019-09-03;DAX;TopMinusBottom;Annual_BlackLitterman;0.0012181036218969596
2019-09-04;DAX;TopMinusBottom;Annual_BlackLitterman;0.0070705023746646
2019-09-05;DAX;TopMinusBottom;Annual_BlackLitterman;0.025374581509886866
2019-09-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0012366383753476254
2019-09-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.014137614830433538
2019-09-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.007970062953201023
2019-09-11;DAX;TopMinusBottom;Annual_BlackLitterman;0.0030439856463375004
2019-09-12;DAX;TopMinusBottom;Annual_BlackLitterman;0.002777025527386976
2019-09-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.0008492491303258372
2019-09-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008294738589442949
2019-09-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008428989438363826
2019-09-18;DAX;TopMinusBottom;Annual_BlackLitterman;9.127324942794033e-05
2019-09-19;DAX;TopMinusBottom;Annual_BlackLitterman;2.2287845956235793e-05
2019-09-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.004892850632138362
2019-09-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01099567157791587
2019-09-24;DAX;TopMinusBottom;Annual_BlackLitterman;-0.012880759788781605
2019-09-25;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00014430007040997297
2019-09-26;DAX;TopMinusBottom;Annual_BlackLitterman;-0.007846612665714375
2019-09-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.001968513470833713
2019-09-30;DAX;TopMinusBottom;Annual_BlackLitterman;0.008700682499193629
2019-10-01;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0013878692924235506
2019-10-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.013894195187831936
2019-10-04;DAX;TopMinusBottom;Annual_BlackLitterman;-0.011521669077047374
2019-10-07;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005031423170264292
2019-10-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0038846773141874968
2019-10-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.010662394067945356
2019-10-10;DAX;TopMinusBottom;Annual_BlackLitterman;0.01365331212983064
2019-10-11;DAX;TopMinusBottom;Annual_BlackLitterman;0.04591332426964923
2019-10-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.011821266978832817
2019-10-15;DAX;TopMinusBottom;Annual_BlackLitterman;0.0013821513447829052
2019-10-16;DAX;TopMinusBottom;Annual_BlackLitterman;0.01020741623630499
2019-10-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0009713188163546723
2019-10-18;DAX;TopMinusBottom;Annual_BlackLitterman;0.003082662590968998
2019-10-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.02125288367434792
2019-10-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00033072631604509975
2019-10-23;DAX;TopMinusBottom;Annual_BlackLitterman;0.002411106508910711
2019-10-24;DAX;TopMinusBottom;Annual_BlackLitterman;0.015364784103173518
2019-10-25;DAX;TopMinusBottom;Annual_BlackLitterman;0.006573607754360897
2019-10-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.00751330809189505
2019-10-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004003333908289663
2019-10-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.009141746893538558
2019-10-31;DAX;TopMinusBottom;Annual_BlackLitterman;-0.009658690965194179
2019-11-01;DAX;TopMinusBottom;Annual_BlackLitterman;0.0016374761491442127
2019-11-04;DAX;TopMinusBottom;Annual_BlackLitterman;0.009314619798216454
2019-11-05;DAX;TopMinusBottom;Annual_BlackLitterman;0.01001386157570082
2019-11-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006488755955054995
2019-11-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.01844924730982142
2019-11-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0033618956373210234
2019-11-11;DAX;TopMinusBottom;Annual_BlackLitterman;0.004565499679675207
2019-11-12;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0038737130109922414
2019-11-13;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008802603777270851
2019-11-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.018814538108005725
2019-11-15;DAX;TopMinusBottom;Annual_BlackLitterman;0.0022200863660571876
2019-11-18;DAX;TopMinusBottom;Annual_BlackLitterman;-0.012844621546814775
2019-11-19;DAX;TopMinusBottom;Annual_BlackLitterman;0.0010116267245061147
2019-11-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.001188521289277164
2019-11-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.014330860739249232
2019-11-22;DAX;TopMinusBottom;Annual_BlackLitterman;0.005101473088395131
2019-11-25;DAX;TopMinusBottom;Annual_BlackLitterman;0.002955848327814209
2019-11-26;DAX;TopMinusBottom;Annual_BlackLitterman;-0.013287050864985724
2019-11-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0032531653182871927
2019-11-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.0005838714574460694
2019-11-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00813306204643438
2019-12-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0037987404800679143
2019-12-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00346595579406426
2019-12-04;DAX;TopMinusBottom;Annual_BlackLitterman;0.006937892982797881
2019-12-05;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0004392506628049485
2019-12-06;DAX;TopMinusBottom;Annual_BlackLitterman;0.003544849602713579
2019-12-09;DAX;TopMinusBottom;Annual_BlackLitterman;-0.001208863797266751
2019-12-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004093524628379289
2019-12-11;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006418036662197109
2019-12-12;DAX;TopMinusBottom;Annual_BlackLitterman;0.01086729476896664
2019-12-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.019766793558064558
2019-12-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01017229324153171
2019-12-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0064109527901895415
2019-12-18;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006755463099090078
2019-12-19;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0032409529792410715
2019-12-20;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004793727007547129
2019-12-23;DAX;TopMinusBottom;Annual_BlackLitterman;0.0016486583454630873
2019-12-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0036083779834373488
2019-12-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005987249653948942
2020-01-02;DAX;TopMinusBottom;Annual_BlackLitterman;0.00992557283006501
2020-01-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0023340433591422516
2020-01-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.002532943169573484
2020-01-07;DAX;TopMinusBottom;Annual_BlackLitterman;-0.001340787942846821
2020-01-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006193734298227567
2020-01-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.006548666040552099
2020-01-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.002485616123159038
2020-01-13;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0009912824455806917
2020-01-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.002757281173918288
2020-01-15;DAX;TopMinusBottom;Annual_BlackLitterman;-0.012145118642621612
2020-01-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005763433274217705
2020-01-17;DAX;TopMinusBottom;Annual_BlackLitterman;0.005743452095151614
2020-01-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.0006834876031958379
2020-01-21;DAX;TopMinusBottom;Annual_BlackLitterman;-0.007213457784770005
2020-01-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005036541718230163
2020-01-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00444423818278965
2020-01-24;DAX;TopMinusBottom;Annual_BlackLitterman;0.0023832324566276635
2020-01-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01035939485793724
2020-01-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.00360822718931065
2020-01-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0009018736862015575
2020-01-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004492419959945372
2020-01-31;DAX;TopMinusBottom;Annual_BlackLitterman;0.001651658832987915
2020-02-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004130233207173099
2020-02-04;DAX;TopMinusBottom;Annual_BlackLitterman;0.005107622341167512
2020-02-05;DAX;TopMinusBottom;Annual_BlackLitterman;0.01360020027558711
2020-02-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0006767814150954853
2020-02-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.0073247343246831565
2020-02-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.003076323079570602
2020-02-11;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0008121169586362276
2020-02-12;DAX;TopMinusBottom;Annual_BlackLitterman;0.009827752989286901
2020-02-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.0003685760498021132
2020-02-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0013391166948404816
2020-02-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.002700161669603079
2020-02-18;DAX;TopMinusBottom;Annual_BlackLitterman;0.0009783912459670207
2020-02-19;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00541835005858364
2020-02-20;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0021389677390736116
2020-02-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.002868061000375609
2020-02-24;DAX;TopMinusBottom;Annual_BlackLitterman;-0.014888305877738268
2020-02-25;DAX;TopMinusBottom;Annual_BlackLitterman;-0.011915475018817626
2020-02-26;DAX;TopMinusBottom;Annual_BlackLitterman;0.00038680043434251906
2020-02-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.021197397132384
2020-02-28;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006244707169439895
2020-03-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01233197748243614
2020-03-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0024882113318517966
2020-03-04;DAX;TopMinusBottom;Annual_BlackLitterman;-0.024021718061892596
2020-03-05;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0017372430180317144
2020-03-06;DAX;TopMinusBottom;Annual_BlackLitterman;0.0030888569221022982
2020-03-09;DAX;TopMinusBottom;Annual_BlackLitterman;-0.032466298560510115
2020-03-10;DAX;TopMinusBottom;Annual_BlackLitterman;0.04628980154934913
2020-03-11;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0020103937148840253
2020-03-12;DAX;TopMinusBottom;Annual_BlackLitterman;-0.03406274476225708
2020-03-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.012468327336001665
2020-03-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.025349074030321835
2020-03-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.019730464886584583
2020-03-18;DAX;TopMinusBottom;Annual_BlackLitterman;-0.03783792097801386
2020-03-19;DAX;TopMinusBottom;Annual_BlackLitterman;-0.001175208137013618
2020-03-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.07697027511598267
2020-03-23;DAX;TopMinusBottom;Annual_BlackLitterman;0.011109371957668127
2020-03-24;DAX;TopMinusBottom;Annual_BlackLitterman;0.04855300167922666
2020-03-25;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0014289821516262693
2020-03-26;DAX;TopMinusBottom;Annual_BlackLitterman;-0.007931867171533137
2020-03-27;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0064194401265755055
2020-03-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.025356752806661803
2020-03-31;DAX;TopMinusBottom;Annual_BlackLitterman;0.013750168754768147
2020-04-01;DAX;TopMinusBottom;Annual_BlackLitterman;0.001379085109141663
2020-04-02;DAX;TopMinusBottom;Annual_BlackLitterman;-0.015224957038864933
2020-04-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00506984178092427
2020-04-06;DAX;TopMinusBottom;Annual_BlackLitterman;0.027395412695444085
2020-04-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.013241433266825068
2020-04-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004933492768050891
2020-04-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.013464390432237731
2020-04-14;DAX;TopMinusBottom;Annual_BlackLitterman;0.017971487681107547
2020-04-15;DAX;TopMinusBottom;Annual_BlackLitterman;-0.011872920204305866
2020-04-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01716473968217204
2020-04-17;DAX;TopMinusBottom;Annual_BlackLitterman;0.01766566406383755
2020-04-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.01736374709409559
2020-04-21;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006389349220018568
2020-04-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.01457965871526165
2020-04-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.012210258666453817
2020-04-24;DAX;TopMinusBottom;Annual_BlackLitterman;-0.014769976910752429
2020-04-27;DAX;TopMinusBottom;Annual_BlackLitterman;0.0048210801467690155
2020-04-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.029169337190126498
2020-04-29;DAX;TopMinusBottom;Annual_BlackLitterman;0.00878040841277267
2020-04-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.026027728172772095
2020-05-04;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0066503396222975485
2020-05-05;DAX;TopMinusBottom;Annual_BlackLitterman;-0.021616412005117124
2020-05-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.015298159233680803
2020-05-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.022014079804406575
2020-05-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.009417803201239885
2020-05-11;DAX;TopMinusBottom;Annual_BlackLitterman;0.002260772741167377
2020-05-12;DAX;TopMinusBottom;Annual_BlackLitterman;-0.03277633068764453
2020-05-13;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0005716018077763022
2020-05-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.014294629796386267
2020-05-15;DAX;TopMinusBottom;Annual_BlackLitterman;0.01744903138751551
2020-05-18;DAX;TopMinusBottom;Annual_BlackLitterman;0.004820918251683015
2020-05-19;DAX;TopMinusBottom;Annual_BlackLitterman;0.01737156485111453
2020-05-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.0001043092875636217
2020-05-21;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008489606298416823
2020-05-22;DAX;TopMinusBottom;Annual_BlackLitterman;-0.001830305592772623
2020-05-25;DAX;TopMinusBottom;Annual_BlackLitterman;0.007487543385102689
2020-05-26;DAX;TopMinusBottom;Annual_BlackLitterman;0.013934952730726757
2020-05-27;DAX;TopMinusBottom;Annual_BlackLitterman;0.0235246899161041
2020-05-28;DAX;TopMinusBottom;Annual_BlackLitterman;-0.024771807550016046
2020-05-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0032767376100025017
2020-06-02;DAX;TopMinusBottom;Annual_BlackLitterman;0.02589530065548619
2020-06-03;DAX;TopMinusBottom;Annual_BlackLitterman;0.03531753622253863
2020-06-04;DAX;TopMinusBottom;Annual_BlackLitterman;-0.012561283711786294
2020-06-05;DAX;TopMinusBottom;Annual_BlackLitterman;0.02091982286554867
2020-06-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008668107593313979
2020-06-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.0007584744554328237
2020-06-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0029917376249335003
2020-06-11;DAX;TopMinusBottom;Annual_BlackLitterman;-0.010620098106782501
2020-06-12;DAX;TopMinusBottom;Annual_BlackLitterman;0.0007675426848566666
2020-06-15;DAX;TopMinusBottom;Annual_BlackLitterman;-0.003345338874341972
2020-06-16;DAX;TopMinusBottom;Annual_BlackLitterman;0.00045066546309809746
2020-06-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0013241891496269306
2020-06-18;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006352460469194703
2020-06-19;DAX;TopMinusBottom;Annual_BlackLitterman;-0.00017090056350388058
2020-06-22;DAX;TopMinusBottom;Annual_BlackLitterman;0.001171299926925079
2020-06-23;DAX;TopMinusBottom;Annual_BlackLitterman;0.012578812830070877
2020-06-24;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0020830920895810318
2020-06-25;DAX;TopMinusBottom;Annual_BlackLitterman;0.004002713635147504
2020-06-26;DAX;TopMinusBottom;Annual_BlackLitterman;-0.010017801735581191
2020-06-29;DAX;TopMinusBottom;Annual_BlackLitterman;0.0015647178655187211
2020-06-30;DAX;TopMinusBottom;Annual_BlackLitterman;0.002729907116479755
2020-07-01;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008110697638421961
2020-07-02;DAX;TopMinusBottom;Annual_BlackLitterman;0.010935020353902033
2020-07-03;DAX;TopMinusBottom;Annual_BlackLitterman;-0.006635495051782289
2020-07-06;DAX;TopMinusBottom;Annual_BlackLitterman;0.0047365862285760445
2020-07-07;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008041357389152858
2020-07-08;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0003585927468389514
2020-07-09;DAX;TopMinusBottom;Annual_BlackLitterman;0.017663797147934056
2020-07-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.002524444452106818
2020-07-13;DAX;TopMinusBottom;Annual_BlackLitterman;0.00703762212433315
2020-07-14;DAX;TopMinusBottom;Annual_BlackLitterman;0.0018481483848724533
2020-07-15;DAX;TopMinusBottom;Annual_BlackLitterman;-0.004085046182514122
2020-07-16;DAX;TopMinusBottom;Annual_BlackLitterman;-0.003359050136769008
2020-07-17;DAX;TopMinusBottom;Annual_BlackLitterman;-0.005029901472890095
2020-07-20;DAX;TopMinusBottom;Annual_BlackLitterman;0.006499782234007675
2020-07-21;DAX;TopMinusBottom;Annual_BlackLitterman;0.0004123568502138455
2020-07-22;DAX;TopMinusBottom;Annual_BlackLitterman;0.009554287053000368
2020-07-23;DAX;TopMinusBottom;Annual_BlackLitterman;-0.009596602529863767
2020-07-24;DAX;TopMinusBottom;Annual_BlackLitterman;-0.013963715913940597
2020-07-27;DAX;TopMinusBottom;Annual_BlackLitterman;0.013460213796006745
2020-07-28;DAX;TopMinusBottom;Annual_BlackLitterman;0.003375998454290667
2020-07-29;DAX;TopMinusBottom;Annual_BlackLitterman;-0.002102713545851841
2020-07-30;DAX;TopMinusBottom;Annual_BlackLitterman;-0.013601539485497964
2020-07-31;DAX;TopMinusBottom;Annual_BlackLitterman;0.0077060204937461005
2020-08-03;DAX;TopMinusBottom;Annual_BlackLitterman;0.01038288348820807
2020-08-04;DAX;TopMinusBottom;Annual_BlackLitterman;0.00303132972975924
2020-08-05;DAX;TopMinusBottom;Annual_BlackLitterman;-0.018027235756073817
2020-08-06;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008560951137447845
2020-08-07;DAX;TopMinusBottom;Annual_BlackLitterman;0.002178667605008464
2020-08-10;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0005347054915217817
2020-08-11;DAX;TopMinusBottom;Annual_BlackLitterman;0.020911599707750233
2020-08-12;DAX;TopMinusBottom;Annual_BlackLitterman;-0.003920378620172235
2020-08-13;DAX;TopMinusBottom;Annual_BlackLitterman;-0.008128102485047197
2020-08-14;DAX;TopMinusBottom;Annual_BlackLitterman;-0.0049161913452003625
