Date;Constituent Name;ISIN;Market Cap;ESG Score;ESG Grade;Economic Sector
01.01.2024;BAYER AG;DE000BAY0017;33038921878;91.6657;A;Healthcare
01.01.2024;RWE ST A ORD;DE0007037129;30631381316;62.529;B;Utilities
01.01.2024;COVESTRO ORD;DE0006062144;9948960000;77.8262;A-;Basic Materials
01.01.2024;HENKEL& KGAA PRF;DE0006048432;29862483030;82.1766;A-;Basic Materials
01.01.2024;ZALANDO ORD SHS;DE000ZAL1111;5657909893;73.7569;B+;Technology
01.01.2024;DEUTSCHE TELEKOM AG ORD;DE0005557508;1.08E+11;82.7903;A-;Technology
01.01.2024;MERCK ORD;DE0006599905;62651492220;83.5275;A;Healthcare
01.01.2024;PORSCHE SE VZ PRF;DE000PAH0038;14185500000;15.0518;D;Consumer Cyclicals
01.01.2024;VOLKSWAGEN PRF;DE0007664039;58007157693;81.4461;A-;Consumer Cyclicals
01.01.2024;BMW AG;DE0005190003;63731698020;90.4872;A;Consumer Cyclicals
01.01.2024;BEIERSDORF ORD;DE0005200000;34196400000;65.1492;B;Consumer Non-Cyclicals
01.01.2024;HEIDELBGCEMENT ORD;DE0006047004;15069864002;81.0112;A-;Basic Materials
01.01.2024;RHEINMETALL ORD;DE0007030009;12501389950;83.9656;A;Industrials
01.01.2024;MTU AERO ENGINES ORD;DE000A0D9PT0;10509231477;82.1675;A-;Industrials
01.01.2024;FRESENIUS SE ORD;DE0005785604;15810070365;73.8769;B+;Healthcare
01.01.2024;DEUTSCHE POST ORD;DE0005552004;55578009791;74.6038;B+;Industrials
01.01.2024;ALLIANZ SE ORD;DE0008404005;94776407937;87.434;A;Financials
01.01.2024;MUNICH RE ORD;DE0008430026;51189203065;86.131;A;Financials
01.01.2024;CONTINENTAL ORD;DE0005439004;11695389657;74.1118;B+;Consumer Cyclicals
01.01.2024;SIEMENS HEALTHINEERS AG ORD;DE000SHL1006;59332800000;76.827;A-;Healthcare
01.01.2024;SYMRISE ORD;DE000SYM9999;13926887461;80.4602;A-;Basic Materials
01.01.2024;ADIDAS ORD;DE000A1EWWW0;33148800000;90.1395;A;Consumer Cyclicals
01.01.2024;HANNOVER RUECKVERSICHERUNG ORD;DE0008402215;26085160084;72.8157;B+;Financials
01.01.2024;DAIMLER TRUCK AG ORD;DE000DTR0CK8;27996823026;83.3736;A;Industrials
01.01.2024;SIEMENS ENERGY AG ORD;DE000ENER6Y0;9591716544;78.0387;A-;Energy
01.01.2024;MERCEDES-BENZ GROUP AG ORD;DE0007100000;66918332310;89.7238;A;Consumer Cyclicals
01.01.2024;BRENNTAG ORD;DE000A1DAHH0;12271108315;68.1276;B+;Basic Materials
01.01.2024;COMMERZBANK AG;DE000CBK1001;13344803020;75.6017;A-;Financials
01.01.2024;AIRBUS SE;NL0000235190;1.09E+11;83.4051;A;Industrials
01.01.2024;VONOVIA SE;DE000A1ML7J1;23249968243;85.0192;A;Real Estate
01.01.2024;DEUTSCHE BOERSE AG ORD;DE0005810055;35435000000;69.2581;B+;Financials
01.01.2024;QIAGEN ORD;NL0015002SN0;8727596292;83.6436;A;Healthcare
01.01.2024;DR ING HC F PORSCHE AG PREF;DE000PAG9113;72788900000;72.3158;B+;Consumer Cyclicals
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
